id,genres,production_companies,cast,crew,production_countries,spoken_languages,year,weekday,month,cast_power,cast_number,crew_number,spoken_languages_number,runtime,popularity,budget,imdb_rating,imdb_votes
3463,Comedy Drama Romance,Regency_Enterprises Epsilon_Motion_Pictures Davis_Entertainment New_Regency_Pictures Monarchy_Enterprises_S.a.r.l. Atchity_Entertainment_International_(AEI),Angelina_Jolie Edward_Burns Tony_Shalhoub Christian_Kane Melissa_Errico Lisa_Thornhill Stockard_Channing Gregory_Itzin Max_Baker Christopher_Shyer James_Gammon Veena_Sood,Stephen_H._Burum Sharon_Bialy Aggie_Guerard_Rodgers Dana_Stevens Stephen_Herek Helen_Jarvis Lesley_Beale Trudy_Ship John_Scott_Shepherd John_Scott_Shepherd Bill_Groom,CA US,en,2002,Friday,Apr,23117595.99,12,11,1,103.0,6.332398,40000000,5.8,22939
3464,Drama Music,Vertigo_Productions,Colin_Friels Miles_Davis Helen_Buday Joe_Petruzzi Brigitte_Catillon,Rolf_de_Heer Marc_Rosenberg Miles_Davis Michel_Legrand,AU FR,en,1991,Sunday,Jun,2224114.1599999997,5,4,1,109.0,0.12427300000000001,200000,7.0,309
3465,Comedy Crime,Twentieth_Century_Fox_Film_Corporation Cubicle_Inc.,Ron_Livingston Jennifer_Aniston David_Herman Ajay_Naidu Diedrich_Bader Stephen_Root Gary_Cole Richard_Riehle Alexandra_Wentworth Joe_Bays John_C._McGinley Paul_Willson Kinna_McInroe Todd_Duffey Greg_Pitts Michael_McShane Linda_Wakeman Jennifer_Jane_Emerson Kyle_Scott_Jackson Orlando_Jones Barbara_George-Reiss Tom_Schuster Rupert_Reyes Jackie_Belvin Gabriel_Folse Jesse_De_Luna Mike_Judge Justin_Possenti Jack_Betts Charissa_Allen Josh_Bond,Mike_Judge Tim_Suhrstedt Nancy_Klopper Edward_T._McAvoy Mike_Judge Daniel_Rappaport Michael_Rotenberg Guy_Riedel John_Frizzell David_Rennie Adele_Plauche Melinda_Eshelman Eric_Norris Don_Pike Rob_King Gary_Pike,US,en,1999,Friday,Feb,21127605.17,31,16,1,89.0,12.329066000000001,10000000,7.7,238492
3466,Fantasy Science_Fiction Adventure,Procirep Constellation_Productions France_3_Cinéma Claudie_Ossard_Productions Eurimages MEDIA_Programme_of_the_European_Union Cofimage_5 Televisión_Española_(TVE) Tele_München_Fernseh_Produktionsgesellschaft_(TMG) Club_d'Investissement_Média Canal+_España Elías_Querejeta_Producciones_Cinematográficas_S.L. Centre_National_de_la_Cinématographie_(CNC) Victoires_Productions Constellation Lumière_Pictures Canal+ Studio_Image Cofimage_4 Ossane Phoenix_Images,Ron_Perlman Dominique_Pinon Judith_Vittet Daniel_Emilfork Jean-Claude_Dreyfus Genevi√®ve_Brunet Odile_Mallet Mireille_Moss√© Serge_Merlin Rufus Ticky_Holgado Cris_Huerta Jean-Louis_Trintignant Joseph_Lucien Mapi_Gal√°n Briac_Barth√©l√©my Pierre-Quentin_Faesch Alexis_Pivot Fran√ßois_Hadji-Lazaro Dominique_Bettenfeld Lotfi_Yahya_Jedidi Thierry_Gibault Marc_Caro Ham-Chau_Luong Frankie_Pain Enrique_Villanueva Dominique_Chevalier Lorella_Cravotta √âric_Houzelot Philippe_Beautier Marc_Amyot Jean-Philippe_Labadie Rapha√®le_Bouchard Elisabeth_Etienne Rachel_Boulenger Michel_Motu Nane_Germon,Jean-Pierre_Jeunet Jean-Pierre_Jeunet F√©licie_Dutertre Mar√≠a_Victoria_Hebrero Jos√©_Luis_Lopez Arlette_Mas Claudie_Ossard Fran√ßois_Rabes Angelo_Badalamenti Darius_Khondji Herv√©_Schneid Pierre-Jacques_B√©nichou Jean_Rabasse Aline_Bonetto Jean_Paul_Gaultier Georges_Mougine Denis_Ozenne Marc_Caro Marc_Caro Marc_Caro Gilles_Adrien,FR DE ES,cn fr,1995,Tuesday,May,17853391.029999997,37,21,2,108.0,9.822422999999999,18000000,7.5,64118
3467,Comedy,United_Artists Gordon-Reynolds_Productions,Burt_Reynolds Dom_DeLuise Sally_Field Strother_Martin David_Steinberg Joanne_Woodward Norman_Fell Myrna_Loy Kristy_McNichol Pat_O‚ÄôBrien Robby_Benson Carl_Reiner Louise_LeTourneau Bill_Ewing Robert_Rothwell,Jane_Feinberg Mike_Fenton Lawrence_Gordon Bobby_Byrne Donn_Cambern Hank_Moonjean John_Franco_Jr. Burt_Reynolds Jerry_Belson James_Best Paul_Williams Mel_Dellar Norman_Salling Tom_Ellingwood Dorothy_Byrne Jan_Scott,US,en,1978,Wednesday,May,4877153.32,15,16,1,110.0,4.510919,0,6.2,3533
3468,Music Comedy,Touchstone_Pictures,Whoopi_Goldberg Kathy_Najimy James_Coburn Barnard_Hughes Mary_Wickes Michael_Jeter Wendy_Makkena Sheryl_Lee_Ralph Robert_Pastorelli Thomas_Gottschalk Maggie_Smith Lauryn_Hill Brad_Sullivan Alanna_Ubach Ron_Johnson Jennifer_Love_Hewitt Devin_Kamin Prudence_Wright_Holmes,Bill_Duke Mervyn_Warren James_Orr Jim_Cruickshank Judi_Ann_Mason,US,en,1993,Thursday,Dec,27822061.64,18,5,1,107.0,12.986842,38000000,5.6,48271
3469,Comedy Drama,Anchor_Bay_Films Temple_Hill_Entertainment Boss_Media 33andOut_Productions Iron_Horse_Entertainment_(II),Kate_Mara Channing_Tatum Rosario_Dawson Chris_Pratt Justin_Long Anthony_Mackie Lynn_Collins Ron_Livingston Aubrey_Plaza Max_Minghella Oscar_Isaac Ari_Graynor Scott_Porter Jenna_Dewan,Jamie_Linden Jamie_Linden,US,en,2011,Monday,Sep,9281386.749999998,14,2,1,100.0,8.881953999999999,0,6.1,23509
3470,Comedy Drama,N/A,Troy_Garity Alison_Folland Randy_Quaid Bruce_Dern Hank_Harris Debra_Monk Josh_Brolin,Allan_Mindel Richard_Murphy,US,en,2003,Tuesday,Jan,3422935.5500000003,7,2,1,95.0,0.656954,0,6.3,652
3471,Action Adventure,Twentieth_Century_Fox_Film_Corporation Kent_Productions,Gene_Hackman Ernest_Borgnine Red_Buttons Carol_Lynley Roddy_McDowall Stella_Stevens Shelley_Winters Jack_Albertson Leslie_Nielsen Pamela_Sue_Martin Eric_Shea Fred_Sadoff Roseann_Williams Arthur_O'Connell Sheila_Allen Jan_Arvan Byron_Webster John_Crawford Bob_Hastings Erik_L._Nelson Charles_Bateman,John_Williams Wendell_Mayes Stirling_Silliphant Paul_Gallico Ronald_Neame Irwin_Allen Irwin_Allen Steve_Broidy Sidney_Marshall Harold_E._Stine Harold_F._Kress Jack_Baur William_J._Creber Raphael_Bretton Paul_Zastupnevich Hal_Herman,US,en,1972,Friday,Dec,9336085.780000001,21,16,1,117.0,10.341849,5000000,7.1,40232
3472,Action Comedy Crime Foreign,N/A,Vladimir_Turchinsky Dmitriy_Dyuzhev Tatyana_Dogileva Aleksandr_Bashirov,Vladimir_Shchegolkov,RU,ru,2007,Thursday,Sep,4141324.78,4,1,1,91.0,0.039793,5000000,3.4,196
3473,Fantasy Comedy Family,EuropaCorp Fundamental_Films,Kevin_Spacey Christopher_Walken Malina_Weissman Robbie_Amell Jennifer_Garner Teddy_Sears Mark_Consuelos Talitha_Bateman Jay_Patterson Cheryl_Hines Jewelle_Blackman Nathaly_Thibault Serge_Houde Ellen_David Serge_Martineau Barry_Sonnenfeld Chloe_Sonnenfeld Tristan_D._Lalla Meghan_Gabruch Brad_Aldou Peter_Andrianopoulos Julianne_Jain Galia_Oliel-Sabbag Brian_Degrace Maythaila_Jerome_Antoine Sanda_Bourenane Sam_Chamas Lil_Bub Brad_Aldous Satine_Scarlett_Montaz,Barry_Sonnenfeld Daniel_Antoniazzi Ben_Shiffrin Luc_Besson Christophe_(II)_Lambert Ronna_Kress Thomas_Luccioni Hannah_d'Angerio Matt_Allen Gwyn_Lurie Caleb_Wilson Evgueni_Galperine Sacha_Galperine Don_Zimmerman Karl_Walter_Lindenlaub,CN FR,en,2016,Wednesday,Aug,37228897.38999999,30,15,1,87.0,10.000208,30000000,5.3,20598
3474,Drama Thriller Crime Mystery,Det_Danske_Filminstitut Nordisk_Film Sveriges_Television_(SVT) Zweites_Deutsches_Fernsehen_(ZDF) Nordisk_Film_&_TV_Fond Yellow_Bird_Films Film_i_Väst Svenska_Filminstitutet_(SFI) Filmpool_Stockholm_Mälardalen Spiltan_Underhållning,Michael_Nyqvist Noomi_Rapace Lena_Endre Sven-Bertil_Taube Peter_Andersson Peter_Haber Marika_Lagercrantz Tomas_K√∂hler G√∂sta_Bredefeldt Bj√∂rn_Granath Ewa_Fr√∂ling Stefan_Sauk Gunnel_Lindblom Willie_Andr√©ason Ingvar_Hirdwall Annika_Hallin Sofia_Ledarp David_Dencik Michalis_Koutsogiannakis Yasmine_Garbi Julia_Sporre Fredrik_Ohlsson Jacob_Ericksson Barbro_Enberg Georgi_Staykov Emil_Alm√©n Pale_Olofsson Mikael_Rahm Lennart_R._Svensson Karl_Oscar_T√∂rnros Kalled_Mustonen Alexandra_Pascalidou Tehilla_Blad Christian_Fiedler Jan_Mybrand Reuben_Sallmander,Eric_Kress Morten_Holm Niels_Arden_Oplev Peter_Schultz Jacob_Groth Olof_Johnson Anne_√òsterud Stieg_Larsson Nikolaj_Arcel Rasmus_Heisterberg Niels_Sejer Kimmo_Rajala Niels_Arild Anders_H√∂rling Martin_Madsen Johan_Phillips Jenny_Gilbertsson Soren_Staermose Cilla_R√∂rby Tobias_√Östr√∂m Peter_Albrechtsen Tusse_Lande Sean_Wheelan Paul_Gustavsson Tor-Bjorn_Olsson Ville_Penttil√§ Victor_Davidson AnnaCarin_Lock Maria_H√•√•rd Love_Larson Knut_K._Pedersen Knut_Koivisto Lotta_Westberg Maria_Billberg Martin_Str√∂mberg Jenny_Fred Kennet_From Johan_Sj√∂lin Pia_Ekedahl Anneli_Oscarsson Susann_Billberg-Rydholm Daniel_Chilla Sarah_K._Hellstr√∂m Camilla_Ahlgren Sigrid_Strohmann Anders_Lexne Eva_Svenstedt_Ward,DK DE SE,sv en,2009,Friday,Feb,14047517.790000001,36,47,2,152.0,9.858687,13000000,7.8,206703
3475,Animation Action Comedy Family Science_Fiction,DreamWorks_Animation,Will_Ferrell Brad_Pitt Tina_Fey Jonah_Hill David_Cross Ben_Stiller Justin_Theroux Jessica_Schulte Tom_McGrath Emily_Nordwind J.K._Simmons Ella_Olivia_Stiller Quinn_Dempsey_Stiller Brian_Hopkins Christopher_Knights Mike_Mitchell Jasper_Johannes_Andrews Justin_Long Bill_Hader Amy_Poehler Rob_Corddry Jack_Blessing Stephen_Kearin,Hans_Zimmer Ben_Stiller Tom_McGrath Stuart_Cornfeld Lara_Breay Kevin_Kaska Alan_J._Schoolcraft Brent_Simons David_James Denise_Nolan_Cascino Lorne_Balfe Simon_Rodgers Shane_Prigmore Andy_Schuhler,US,en,2010,Thursday,Oct,71398846.86,23,14,1,95.0,11.603905000000001,130000000,7.2,224165
3476,Comedy,Twentieth_Century_Fox_Film_Corporation ABC_Motion_Pictures,"Michael_McKean Sean_Young H√©ctor_Elizondo Harry_Dean_Stanton Patrick_Macnee Dabney_Coleman Kyle_T._Heffner Rick_Overton Ted_McGinley Saul_Rubinek Pamela_Reed Taylor_Negron Patrick_Collins Michael_Richards Crystal_Bernard Gary_Friedkin Titos_Vandis Paul_Stanley Richard_Dean_Anderson Demi_Moore Paul_Stanley Susan_Lucci Cynthia_Geary Monique_Gabrielle John_E._Coleman Haunani_Minn Becky_Gonzalez Lynne_Marie_Stewart Toni_Hudson Frank_Pesce Nicholas_Mele Michael_Damian Steven_Ford Stuart_Damon Jaime_Lyn_Bauer Tom_Ligon Kin_Shriner Janine_Turner Jacklyn_Zeman Diane_Markoff Walter_Scott Reynaldo_Rey Billie_Bird Millee_Taggart Larry_""Flash""_Jenkins Stuart_Charno John_Steadman Scott_Marshall George_Furth Ed_Begley_Jr. Michael_Elias Peggy_Trentini",Jerry_Bruckheimer Garry_Marshall Garry_Marshall Lynn_Stalmaster Maurice_Jarre Donald_Peterman Nancy_Klopper Dov_Hoenig Polly_Platt Michael_Elias Rich_Eustis Tracy_Bousman Jeffrey_Ganz Nick_Abdo Toni_Howard,US,en,1982,Friday,Jul,14840961.790000001,52,15,1,96.0,1.7688540000000001,0,5.5,2905
3477,Thriller Action Science_Fiction,Stoney_Lake_Entertainment,Nicolas_Cage Chad_Michael_Murray Lea_Thompson Nicky_Whelan Martin_Klebba Quinton_Aaron Jordin_Sparks Gary_Grubbs William_Ragsdale Stephanie_Honor√© Lolo_Jones Cassi_Thomson Georgina_Rawlings Ashton_Leigh Alec_Rayme Major_Dodson Han_Soto Shanna_Forrestall Lance_E._Nichols Chelsea_Bruland Sabrina_Gennarino Candice_Michele_Barley Judd_Lormand Kamryn_Johnson Choppy_Guillotte Hawn_Tran Heather_Rene_Hutson,Vic_Armstrong Ed_Clydesdale Paul_Lalonde John_Patus Tim_LaHaye Jerry_B._Jenkins Paul_Lalonde Michael_Walker Jack_Lenz Jack_Green Michael_J._Duthie Dean_E._Fronk Donald_Paul_Pemrick Stephen_Altman Jeremy_Woolsey Barbara_Haberecht Andrea_Bowman Crystal_Woodford Natalie_Christine_Johnson Matthew_Gatlin James_Passanante Erin_Foster Jessica_Stumpf Jason_Oertling Jonathan_R._Hodges David_Keith_Broome Russ_Doyle Dave_Rhodes Scotty_Morris Jason_Creal John_W._Frost Sean_Findley Michael_Baltazar Matthew_T._Lynn Toby_Holguin Michael_Baltazar Doug_Schwartz Teddy_Smith Eliza_Morse Joseph_Paolucci_Jr. Gonzalo_Gonzalez Lisa_Marie_Dupree Sandra_Algood Gayle_Anderson Adriane_Bennett Dawn_Huertas_Arevalo Anthony_Rivera_Jr. Danielle_Tabary Charlie_Wright David_Neil_Enfinger Aquiles_Montalvo Lauri_Mills Jennifer_Carriere,US,en,2014,Friday,Oct,24062430.589999996,27,53,1,110.0,11.519053,16000000,3.1,36524
3478,Action Adventure Crime Drama Mystery Thriller,Paramount_Pictures,Sean_Connery Mark_Harmon Meg_Ryan Jack_Warden Jenette_Goldstein Mark_Blum Dana_Gladstone,Peter_Hyams D._Constantine_Conte Larry_Ferguson Bruce_Broughton Peter_Hyams Diane_Adler,US,en ru,1988,Friday,Jun,1847321.66,7,6,2,97.0,3.768935,0,6.0,16194
3479,Action Adventure Crime,Paramount_Pictures Revolution_Studios One_Race_Films Rox_Productions Maple_Cage_Productions,Vin_Diesel Ice_Cube Samuel_L._Jackson Toni_Collette Ruby_Rose Deepika_Padukone Kris_Wu Donnie_Yen Tony_Jaa Nina_Dobrev Rory_McCann Hermione_Corfield Tony_Gonzalez Michael_Bisping Ariadna_Guti√©rrez Andrey_Ivchenko Shawn_Roberts Nicky_Jam Al_Sapienza Helena-Alexis_Seymour Megan_Soo Kristen_Kurnik Bailey_Rose_King Pilar_Cruz Charles_Carroll H√©ctor_An√≠bal Curtis_Fletcher Terry_Chen Jenny_Itwaru Julie_Abcede Josh_Pagcaliwangan Nyjah_Huston Neymar_Jr Roberta_Mancino Nina_Buitrago Dani_Lightningbolt Courtney_Friel,Gloria_S._Borders Brian_Tyler Russell_Carpenter Peter_Chesney Anne_McCarthy Alex_Kavanagh Neal_H._Moritz Vin_Diesel Laird_McMurray Ron_Bartlett Kimberly_A._Tillman Joe_Roth Jeff_Kirschenbaum D.J._Caruso Rich_Wilkes Peter_Zuccarini Samantha_Vincent Allan_A._Apone Daniela_Saioni Mark_Sussman Kevin_McKeever Ian_Anderson Debra_Denson F._Scott_Frazier Cindy_Rosenthal Edna_Lerebours Matthew_Llewellyn Miguel_Fernandez Dan_O'Connell John_Holosko Jo-Ann_MacNeil John_T._Cucci John_C._Stuver Justin_M._Lubin Ann_Scibelli David_Werntz Shane_B._Scott D._Chris_Smith D._Chris_Smith Thomas_Nittmann David_Emmerichs Daniel_Saxlid Angelo_Colavecchia Karen_Jarnecke Peter_Staubli Michael_Gibson Llu√≠s_Rivera Michael_Carella Elizabeth_Hitt Joe_Ken Michael_Galbraith Vincent_Sullivan Carol_Hartwick Jessie_Pariseau Kyle_Clausen Roxy_D'Alonzo Bj√∂rn_Mayer Lyn_Lucibello Robert_Settlemire Ian_Cope Charles_Taylor Renee_Fontana Patty_Majorczak-Connolly Adam_Pere Morgan_Robbins Robert_Lydecker Nick_Bernardi Sean_Sansom Joyce_Au Karen_Lee Jason_Vieira David_Crispino Scott_Hemming Denis_Dvoryankin Shane_Richards Adam_Heinis Daniel_Baker Vicente_Parada Greg_Hopwood Wayne_Godfrey Janice_Skinner Keith_Murphy Tom_Comet Zack_Haskell Byrd_Dickens Patrick_Krauter Richard_Emerson Samuel_Kosub Alastair_Muir Ashley_Rocha Steve_Newburn Trey_Harrell Amanda_H._Campbell Annelie_Dangel Danielle_Davis Chelsea_Mirus Sina_Sultani Cecilia_Marin Luke_Groves Jasen_Nannini Eric_Robinson Loeng_Wong-Savun Marc_Banich Jennifer_Stellema,US,en,2017,Friday,Jan,88796569.83000001,37,104,1,107.0,17.918269,85000000,5.2,84009
3480,Horror Thriller,Lions_Gate_Films L.I.F.T._Production DMK_Mediafonds_International,Ashley_Judd Michael_Shannon Harry_Connick_Jr. Lynn_Collins Br√≠an_F._O'Byrne Neil_Bergeron Bob_Neill,Bonnie_Timmermann Michael_Ohoven Brian_Tyler Steve_Boeddeker William_Friedkin Franco-Giacomo_Carbone Holly_Wiersma Michael_Grady Malcolm_Petal Kimberly_C._Anderson Christien_Tinsley Jim_Seibel Michael_Burns Frank_Zito Tracy_Letts Tracy_Letts Gary_Huckabay Andreas_Schardt Darrin_Navarro Stephen_Vincent Peggy_A._Schnitzer Brad_Wilder David_K._Nami Michelle_Rolland Robert_Vazquez Jillian_Amburgey Pamela_Waggoner Caleb_Guillotte Beth_Miller Dianne_Kennedy Patrick_Melville,US,en,2006,Friday,May,5942144.46,7,31,1,102.0,5.911303,4000000,6.1,32618
3481,Action,New_World_Pictures Harbor_Productions Shaw_Brothers Cross_Country,David_Carradine Bill_McKinney Veronica_Hamel Gerrit_Graham Robert_Carradine Belinda_Balaski Judy_Canova Archie_Hahn Carl_Gottlieb Mary_Woronov Diane_Lee_Hart James_Keach Dick_Miller Louisa_Moritz Patrick_Wright John_Alderman Allan_Arkush Paul_Bartel Roger_Corman Joe_Dante Jonathan_Kaplan Aron_Kincaid Read_Morgan Mary-Robin_Redd Martin_Scorsese Don_Simpson Sylvester_Stallone Glynn_Rubin Stanley_Bennett_Clay David_Arkin John_Herzfeld Deirdre_Ardell Gretchen_Ardell Gary_Austin Wendy_Bartel Linda_Civitello Jim_Connors Peter_Cornberg Miller_Drake Michael_Finnell Samuel_W._Gelfman Paul_Glickler David_N._Gottlieb Lea_Gould Glenn_Johnson Saul_Krugman James_Lashly Joseph_McBride Todd_McCarthy Keith_Michl George_Wagner Joe_Wong,Don_Simpson Tak_Fujimoto Paul_Bartel Paul_Bartel Run_Run_Shaw Michel_Levesque Morton_Tubor Samuel_W._Gelfman Peter_Cornberg Gustave_M._Berne David_A._Axelrod Betty_Goldberg Harry_Woolman,US HK,de en,1976,Tuesday,Jul,17816759.57,52,13,2,93.0,2.096666,780000,5.5,4163
3482,Drama,American_Playhouse Cinétudes_Films,Victor_Love Matt_Dillon Elizabeth_McGovern Geraldine_Page Oprah_Winfrey Akosua_Busia Carroll_Baker John_McMartin Art_Evans John_Karlen Willard_E._Pugh David_Rasche Ving_Rhames Lane_Smith George_Wallace,Jerrold_Freedman Richard_Wesley Richard_Wright Lindsay_Law Diane_Silver,US,en,1986,Wednesday,Dec,11445733.690000001,15,5,1,111.0,0.9100469999999999,2000000,5.8,518
3483,War Drama,Cannon_Group Golan-Globus_Productions,Michael_Moriarty John_Edwin_Shaw Ken_Wright Paul_Le_Mat Lawrence_Pressman Stephen_Davies David_Soul Doug_Savant Jeffrey_Jones John_Vargas Rick_Fitts Scotty_Sachs John_Diehl Jesse_Dabson Bruce_Fairbairn James_Acheson,Mark_Irwin Ron_Bartlett Jimmy_Webb Richard_La_Motte Menahem_Golan Yoram_Globus Lionel_Chetwynd Lionel_Chetwynd Perry_Bullington Penelope_Shaw R._Clifford_Searcy Carol_Rosselman Ian_Cramer John_Duvall Lloyd_Hamlett,US,en fr vi,1987,Friday,Mar,4657901.03,16,15,3,126.0,0.390142,0,6.2,906
3484,Drama,Solar_Productions Filmways_Pictures Metro-Goldwyn-Mayer_(MGM),Steve_McQueen Edward_G._Robinson Ann-Margret Karl_Malden Tuesday_Weld Joan_Blondell Rip_Torn Jack_Weston Cab_Calloway Jeff_Corey Theo_Marcuse Milton_Selzer Karl_Swenson √âmile_Genest Ron_Soble Irene_Tedrow Midge_Ware Dub_Taylor Harry_Hines Robert_DoQui Olan_Soule Burt_Mustin,"Philip_H._Lathrop Martin_Ransohoff Henry_Grace Hal_Ashby John_Calley Terry_Southern Lalo_Schifrin Ring_Lardner,_Jr. Edward_C._Carfagno Hugh_Hunt Donfeld George_W._Davis Norman_Jewison Richard_Jessup",US,en,1965,Friday,Oct,4376363.510000001,22,14,1,102.0,3.6705989999999997,0,7.3,15023
3485,Comedy,Twentieth_Century_Fox_Film_Corporation 21_Laps_Entertainment Red_Hour_Films TSG_Entertainment,Bryan_Cranston James_Franco Zoey_Deutch Megan_Mullally Griffin_Gluck Keegan-Michael_Key Kaley_Cuoco Cedric_the_Entertainer Zack_Pearlman Jee_Young_Han Grace_Ly_Ngo_Hazelett Sadie_Kate_Ngo_Hazelett Casey_Wilson Andrew_Rannells Adam_Devine Tangie_Ambrose Steve_Bannos Steve_Aoki Richard_Blais Elon_Musk Gene_Simmons Paul_Stanley Peter_Criss Chris_A._Liscomb Bob_Stephenson Mary_Pat_Gleason Jacob_Kemp Juliette_B._Reiss Melissa_Graver Steffen_Dziczek Jimmy_Badstibner Ramy_Youssef Brenda_Good Harrison_Bieker Greg_Worswick George_Kareman Toby_Turner Craig_Hosking Lucy_Angelo Katelyn_Brooke Isabel_Dresden Lynly_Ehrlich Stevens_Gaston Liam_Gillen Braxton_Goe Alex_J._Joseph Jocelyn_Marie Derek_McEntire Arber_Mehmeti Isabelle_Menard Tim_Neff Saul_Preciado-Garcia Evan_Seidlitz Lee_Stickler Caleb_Thomas Emely_von_Oest Tricia_Mary_Young,Georgia_Kacandes Theodore_Shapiro Ben_Stiller James_Franco Jan_Pascale Shawn_Levy Lia_Roldan John_Hamburg John_Hamburg John_Hamburg Jonah_Hill Jonah_Hill Leesa_Evans William_Kerr Nicholas_Stoller Rachel_Tenner Eric_Sundahl Ian_Helfer Daniel_S._Levine Aaron_Becker Lori_A._Balton Gary_Warshaw Nathan_Kelly Steve_Gehrke Jeff_Markwith Traci_Spadorcia Kei_Rowan-Young Scott_Robertson Kris_Kachikis Charlene_Lee Matthew_Holt Rand_Geiger Ryan_J._Shaw Jason_Zorigian,US,en,2016,Thursday,Dec,54439657.230000004,57,34,1,111.0,14.531429000000001,38000000,6.2,98989
3486,Action Adventure Comedy Family Fantasy Science_Fiction,Studio_Canal Working_Title_Films Tracy_Films,Brady_Corbet Soren_Fulton Debora_Weston Lou_Hirsch Alex_Barringer Demetri_Goritsas Genie_Francis Philip_Winchester Deobia_Oparei Bill_Paxton Kyle_Herbert Dominic_Colenso Ben_Torgersen Sophia_Myles Ron_Cook Johannes_Zadrozny Nicola_Walker Ben_Kingsley Anthony_Edwards Harvey_Virdi Bhasker_Patel Vanessa_Hudgens Lex_Shrapnel Rose_Keegan Stewart_Howson Mark_Nelmes Julian_Spencer Andy_Smart,Hans_Zimmer Mary_Selway Tim_Bevan Eric_Fellner Jonathan_Frakes Mark_Huffam Debra_Hayward Liza_Chasin Martin_Walsh Michael_McCullers Peter_Hewitt John_Beard Ramin_Djawadi Brendan_Galvin William_Osborne William_Osborne Jo_Burn Sylvia_Anderson Chris_Clark Gerry_Anderson,GB FR,en,2004,Friday,Jul,47236686.06999999,28,20,1,95.0,14.363420999999999,57000000,4.3,13007
3487,Comedy,Universal_Pictures Point_Grey_Pictures Good_Universe,Seth_Rogen Zac_Efron Rose_Byrne Dave_Franco Ike_Barinholtz Christopher_Mintz-Plasse Carla_Gallo Halston_Sage Craig_Roberts Hannibal_Buress Lisa_Kudrow Jason_Mantzoukas Jerrod_Carmichael Ali_Cobrin Elise_Vargas Zoey_Vargas Brian_Huskey Kira_Sternbach Randall_Park Jake_Johnson Steven_Michael_Eich Fahim_Anwar Ori_Kalmus Andy_Samberg Akiva_Schaffer Jorma_Taccone Adam_Devine Blake_Anderson Anders_Holm Liz_Cackowski Kyle_Newacheck Jesse_Heiman Cassandra_Starr Natasha_Leggero Maria_Olsen Stephen_Todt Michael_Angeloe Gary_Sievers Casey_Ford_Alexander Chasty_Ballesteros Melanie_Avalon Marianne_Bourg Erika_Del_Toro Alanna_Dergan Elsi_Eng Ayesha_Fraser Courtney_Hart Danika_Galindo Cassandra_Starr Valeria_Sweet Bridgetta_Tomarchio,Francine_Maisler Michael_Andrews Peter_Robb-King Seth_Rogen Jeffrey_J._Dashnaw Leesa_Evans Joseph_Drake Nathan_Kahane Nicholas_Stoller Evan_Goldberg Brandon_Trost Julie_Berghoff Brendan_O'Brien Brendan_O'Brien Brian_Bell Zene_Baker James_Weaver Andrew_J._Cohen Andrew_J._Cohen BJ_McDonnell Ron_Trost Sophie_Neudorfer Joy_Zapata Tom_Hartig Gary_Warshaw Brenda_Lopez Michelle_Brattson Steve_Nelson Manish_Raval Manish_Raval Tom_Wolfe Glen_Wilson Melissa_Kostenbauder Crystal_Hopkins Dylan_Quirt James_Markham_Hall_Jr.,US,en,2014,Thursday,May,42847977.48999999,51,36,1,96.0,11.90575,18000000,6.3,281943
3488,Family Animation Adventure,Walt_Disney_Pictures,Bruce_Reitherman Phil_Harris Sebastian_Cabot Louis_Prima George_Sanders Sterling_Holloway J._Pat_O'Malley Verna_Felton Clint_Howard Chad_Stuart Lord_Tim_Hudson John_Abbott Ben_Wright Darleen_Carr,Walt_Disney Robert_O._Cook Richard_M._Sherman Robert_B._Sherman Rudyard_Kipling Wolfgang_Reitherman Larry_Clemmons Ken_Anderson Vance_Gerry George_Bruns Tom_Acosta Norman_Carlisle Frank_Thomas Evelyn_Kennedy John_Lounsbery Bill_Layne Don_Griffith Milt_Kahl Basil_Davidovich Al_Dempster Ollie_Johnston Ralph_Hulett Thelma_Witmer Ralph_Wright Art_Riley Dale_Barnhart Don_A._Duckwall Frank_Armitage Tom_Codrick Sylvia_Roemer Walter_Sheets,US,en,1967,Tuesday,Oct,3646719.66,14,31,1,78.0,22.845448,4000000,7.6,163284
3489,Comedy Family,Regency_Enterprises New_Regency_Pictures Corduroy_Films All_Lit_Up_Productions,Danny_DeVito Matthew_Broderick Kristin_Davis Kristin_Chenoweth Fred_Armisen Dylan_Blue Kelly_Aldridge Alia_Shawkat Sean_O'Bryan Sabrina_Aldridge Garry_Chalk Zak_Santiago David_Lewis Ryan_Devlin Gillian_Vigman Jackie_Burroughs Nicola_Peltz Daniel_Bacon Su-chin_Pak Jorge_Garcia Cory_Monteith,Arnon_Milchan Heike_Brandstatter Coreen_Mayrs David_Rubin Mark_Irwin George_S._Clinton Carol_Ramsey Paul_Hirsch Richard_Hicks Michael_Costigan Tedd_Kuchera Bill_Brzeski Don_Rhymer Donna_DeSeta Jeremiah_Samuels Chris_Ord Matt_Corman John_Whitesell John_Whitesell Dan_Hermansen,US,en,2006,Wednesday,Nov,21460601.8,21,20,1,93.0,5.162761,0,5.0,22077
