cast,revenue,castPower
Steven_Wiig,1677102.52 1176049.72,1426576.12
Bryce_Walters,1683176.25,1683176.25
R._D._Call,1744362.68 14430.12 1324091.03 665502.76 1238978.59,997473.04
Haley_Ramm,1858769.42 26590889.85,14224829.64
Merritt_Wever,4062285.36 6146.57 23563018.66 4221399.93 8919445.55,8154459.21
John_Jabaley,4315984.76,4315984.76
Leonard_Knight,4319321.1,4319321.1
Timothy_Levine,5287000.01,5287000.01
Parris_Mosteller,6413421.46 248984.28,3331202.87
J._Nathan_Simmons,7192569.02,7192569.02
Haley_Sweet,8338525.69,8338525.69
Brian_O'Halloran,35946.32 181391.07 43.46,72460.28
Jeff_Anderson,39044.0 208541.13,123792.57
Jason_Mewes,45315.72 227421.57 3597.67 193911.3 14114916.24,2917032.5
Lisa_Spoonhauer,86532.09,86532.09
Marilyn_Ghigliotti,114420.62,114420.62
Walt_Flanagan,168376.04 1594640.39 4633.32,589216.58
Scott_Schiaffo,202366.21,202366.21
David_Klein,233110.22,233110.22
Ed_Hapstak,281248.76,281248.76
Pattijean_Csik,320026.62,320026.62
John_Henry_Westhead,327524.6,327524.6
Kimberly_Loughran,502323.34,502323.34
Grace_Smith,593956.46 5715233.39,3154594.92
Alex_Pettyfer,17410.13 6099.1,11754.62
Sarah_Bolger,151857.55 7705823.75,3928840.65
Ewan_McGregor,170005.4 35335.61 405331.7 1110683.42 91259.81 5460.59 5230.64 40834.07 57943.56 9105.43 21280.01 93456.56 2494305.17 294241.19 7921.81 217.68,302663.29
Robbie_Coltrane,187762.5 164033.06 2890222.45 10121898.6 583899.38 433980.99 6384529.94 38348407.65 1701324.9 2913481.84 43658.63,5797563.63
Stephen_Fry,289131.07 0.01 131152.2 21010135.97 359464.27 23091210.5 261549.03 3604728.5 1638931.28 2123849.14,5251015.2
Damian_Lewis,293696.32 98096.72 1394498.89,595430.64
Sophie_Okonedo,347542.49 2009231.89 310388.45 8628597.12,2823939.99
Missi_Pyle,511189.42 189056.93 7881286.52 17430239.39 1011357.56 118804.29 1647644.16 220284.35 557878.31 2513993.95,3208173.49
Jimmy_Carr,1450472.89,1450472.89
Ashley_Walters,1526496.2,1526496.2
Richard_Huw,1882858.27,1882858.27
Richard_James,1920204.52 0.05,960102.29
Alex_Barrett,2116784.87,2116784.87
Julian_Bucknall,2599613.42,2599613.42
Morgan_Walters,4134985.36,4134985.36
Martin_Herdman,4257162.89,4257162.89
Woody_Allen,0.22 387676.32 43164.78 12852.14 36611.28 961793.97 48639.58 12778.47 1601.89 7734.28,151285.29
Philip_Glass,0.38 17111150.31,8555575.34
Errol_Morris,1.3,1.3
Godfrey_Reggio,2.57,2.57
Martin_Scorsese,6.73 23605062.53 23296.71 556957.44,6046330.85
Ravi_Shankar,8.8,8.8
Zachary_Gordon,95444.85 5375139.88 344934.17,1938506.3
Devon_Bostick,97661.57 191560.28 722360.08,337193.98
Robert_Capron,1547264.06 3591247.29 3093076.21 594752.32,2206584.97
Steve_Zahn,1774883.91 8371920.14 1676151.41 5569.57 509389.62 232101.14 109634.08 14974775.62 1206967.22 277283.57 14339782.88 1558721.24 18125.87 120885.06 824376.43,3066704.52
Connor_Fielding,1882190.8 2517804.55,2199997.67
Owen_Fielding,1949827.84 2774805.69,2362316.77
Peyton_List,2197889.56 148.37 16550506.01 1521021.06,5067391.25
Karan_Brar,2641962.5 3554788.32,3098375.41
Fran_Kranz,2644814.16 80702.9,1362758.53
Grayson_Russell,3162043.68 4776350.03 489911.28,2809435.0
Laine_MacNeil,4144910.12 708528.34 1852307.13,2235248.53
Belita_Moreno,5129188.76,5129188.76
Andrew_McNee,5351337.34,5351337.34
Jakob_Davies,6565485.16 369705.82 3999471.99,3644887.66
Teryl_Rothery,6948929.49,6948929.49
Spencer_Drever,14200750.47,14200750.47
John_C._Reilly,1031307.55 1290401.4 23887691.29 3783414.49 1036507.27 4722.12 1897.64 74223.73 170929.8 87483.73 328444.86 1488861.47 202178.1 85813.41 90123.61 1802346.3 3006871.95 418.11 2509901.28,2151765.16
Sacha_Baron_Cohen,1348932.76 295732.07 81733.78,575466.2
Leslie_Bibb,2139602.55 93.51 5012570.19 71690.5,1805989.19
Andy_Richter,3617244.0 235931.9 11297121.13 20753913.85 3134086.61,7807659.5
Molly_Shannon,3750658.49 10607974.37 439825.86 289249.91 8340371.4 9137195.59 1604052.6 2910856.52 89.21,4120030.44
David_Koechner,4351922.75 99166.61 551950.24 817900.51 6439273.92 328387.06 250506.15 387784.69 59707.99 645257.17 282016.27 2661.97 7583752.52 71837.18 551951.18 4018664.68,1652671.31
Adam_McKay,5165277.82,5165277.82
Austin_Crim,6467782.94,6467782.94
Jake_Johnson,6657494.85 44.43 2106723.92 1101257.82 651.58 229102.11 7029.78,1443186.36
Lorrie_Bess_Crumley,7841899.13,7841899.13
Jack_McBrayer,8801112.26 181026.39 301632.17 252758.39 543751.22,2016056.09
Ian_Roberts,8920284.71 28727209.56 2532989.3 550316.48,10182700.01
Jason_Davis,9573884.0 208673.68 1494.93 1493963.83,2819504.11
John_D._King,9594748.31,9594748.31
Luke_Bigham,10148583.14,10148583.14
Yasiin_Bey,11453033.85 1650.68 2118770.05 11923.22 1750877.79,3067251.12
Elvis_Costello,12483884.69 637524.97,6560704.83
Steven_Seagal,191425.79 1941.61 541.58 40252.41 293930.46 421344.86,158239.45
Basil_Wallace,288481.44 3551178.42 430458.21,1423372.69
Tom_Wright,401440.73 15582563.88,7992002.31
Joanna_Pacula,527004.37 592395.82 580754.1 269666.61 23312.11,398626.6
Elizabeth_Gracen,597480.16 5094.13,301287.15
Bette_Ford,673802.34 4003003.91,2338403.12
Danielle_Harris,738548.51 11390.4 9382608.87 82.71 1589846.01 102161.94 2092002.18 53.27,1739586.74
Al_Israel,851955.35 187259.86,519607.6
Arlen_Dean_Snyder,1352911.13 170453.88,761682.5
Victor_Romero_Evans,1354699.18,1354699.18
Tony_DiBenedetto,1439716.37,1439716.37
Danny_Trejo,2240247.87 430511.31 1469319.93 6541813.34 155083.48 3392793.75 100109.76 398511.52 4143961.55 15275182.88 45888.97 5425744.24 375.7,3047657.25
Elena_Sahagun,2355807.29,2355807.29
Rita_Verreos,2633353.37,2633353.37
Peter_Jason,2743098.35 707601.22 25381255.77 1033748.69 1114783.74 273909.96 2334021.32 416084.51,4250562.95
Earl_Boen,2909998.24 335271.86 14520452.59 665801.67,4607881.09
Leslie_Danon,3583494.47,3583494.47
Terri_Ivens,4515095.57,4515095.57
Teri_Weigel,5406051.01 3608904.39,4507477.7
Nicholas_Celozzi,5866509.48,5866509.48
Emma_Stone,1039873.47 343722.1 806281.72 2629230.54 54957.13 144992.46 321185.22 36205.11,672055.97
George_Lopez,1475927.33 37247715.13 670899.03 6041699.51 26402.61 405485.43,7644688.17
Damon_Wayans_Jr.,2225787.78 2370235.2,2298011.49
Marlon_Wayans,3238693.43 18485.17 2204486.64 12301108.11 7783688.48,5109292.37
Sam_Elliott,3862735.4 55466.54 136515.82 9618596.95 3019186.18 1269.28 1708256.38 198851.23 146.64 18779022.74,3738004.72
Lee_Pace,4447796.85 249861.42 15548757.37 2181180.33 1270805.64 16031331.58 4586.84,5676331.43
Caroline_Sunshine,4913785.96,4913785.96
Finley_Jacobsen,6680723.78 2939360.04,4810041.91
Glenn_McCuen,13556037.25,13556037.25
Raugi_Yu,15213142.57,15213142.57
Meg_Ryan,1096577.65 24490074.44 7801.78 403316.92 15019351.89 0.52 12206.12 1454884.46 34699.04 83719.75 117853.34 493295.06,3601148.41
Katie_Sagona,2131286.68,2131286.68
Jean_Stapleton,7123105.9 3911231.58,5517168.74
Heather_Burns,8399727.09 3737608.32,6068667.71
Dabney_Coleman,18096697.51 7251944.33 1598487.5 1813.32,6737235.67
Hallee_Hirsh,18302385.03,18302385.03
John_Randolph,23049803.84 2755550.34 134645.49 7798208.62 396902.27,6827022.11
Deborah_Rush,29277165.55 294155.65,14785660.6
Sara_Ramirez,31481474.18,31481474.18
Chris_Messina,44505663.32 106080.94 1696839.31 1043397.51 1190287.47 1653968.66 323492.75,7217104.28
Julian_Assange,476.24 30219.9,15348.07
Chelsea_Manning,560.59,560.59
Heather_Brooke,1303.7,1303.7
Alex_Gibney,1896.91 10508.74,6202.82
Robert_Manne,2977.21,2977.21
John_'Fuzface'_McMahon,4072.12,4072.12
_Michael_Hayden,4251.98,4251.98
J._William_Leonard,5497.53,5497.53
Daniel_Domscheit-Berg,6466.69,6466.69
Smári_McCarthy,8130.05,8130.05
Birgitta_Jónsdóttir,9380.18,9380.18
Adrian_Lamo,11258.96,11258.96
Timothy_Douglas_Webster,11719.25,11719.25
Jason_Edwards,14991.62,14991.62
Jihrleah_Showman,16392.2,16392.2
Philip_J._Crowley,16954.16,16954.16
Mark_Davis,19200.94 8692.11,13946.52
Ken_Day,22537.09,22537.09
Kevin_Lee_Poulsen,25411.89,25411.89
Nick_Davies,26417.51,26417.51
Iain_Overton,26787.27,26787.27
James_Ball,27883.02,27883.02
Gavin_MacFadyen,27939.65 146643.17,87291.41
Donald_Boström,60585.02,60585.02
Anna_Ardin,66030.86,66030.86
Vaughan_Smith,80329.8,80329.8
Helena_Kennedy,102589.56,102589.56
Sonu_Sood,73066.07 270023.93,171545.0
Arjan_Bajwa,472065.4,472065.4
Manorama,1276892.02 0.26 231092.57 1617190.6,781293.86
Anushka_Shetty,2113031.81 38284.05,1075657.93
Sayaji_Shinde,3134463.33,3134463.33
Kaikala_Satyanarayana,6930481.38,6930481.38
Anne_Heche,180625.37 14398570.8 674704.79 65487.95 1060684.66 329793.58,2784977.86
Jacqueline_Obradors,202688.97 778414.06 53762.51 11531032.02,3141474.39
Temuera_Morrison,277968.07 6284504.04 7002716.91 2338431.59 1265376.28,3433799.38
Kerry_Rossall,491089.12 726867.55,608978.33
Douglas_Weston,534370.32 27613719.44,14074044.88
Ben_Bode,559033.95,559033.95
Derek_Basco,629788.03 7255247.34,3942517.69
Amy_Sedaris,658507.86 1194121.56,926314.71
Priscilla_Taylor,701334.0,701334.0
Long_Nguyen,736887.81 31190.41,384039.11
John_Koyama,753084.88 2599276.5,1676180.69
Jen_Sung,946970.97,946970.97
Jake_Feagai,1012045.75,1012045.75
Michael_Chapman,1047334.83 3811060.41,2429197.62
E._Kalani_Flores,1145127.31,1145127.31
Ping_Wu,1155580.12 3164145.4 1009943.23,1776556.25
Greg_Gorman,1166464.22,1166464.22
Hoyt_Richards,1169767.92,1169767.92
Odile_Corso,1220415.35,1220415.35
Cynthia_Langbridge,1228462.15,1228462.15
Jody_Kono,1349987.56,1349987.56
Michael_Lushing,1449483.07,1449483.07
Pua_Kaholokula,1481429.56,1481429.56
Roy_Dinson_Jr.,1700224.79,1700224.79
Don_Nahaku,1716292.99,1716292.99
Reri_Tava_Jobe,1741534.55,1741534.55
Natalie_Goss,1859124.94,1859124.94
Christian_Martson,1871774.7,1871774.7
James_Edward_Sclafani,2012099.88,2012099.88
Jason_S._Nichols,2019030.39,2019030.39
Taj_Mahal,2206164.5,2206164.5
Fred_Lunt,2298525.3,2298525.3
Carlos_Andrade,2559645.52,2559645.52
Kester_Smith,2660015.94,2660015.94
Pat_Cockett,2797268.42,2797268.42
Wayne_Jacintho,2984943.64,2984943.64
Michael_Barretto,3072720.41,3072720.41
Rudy_Costa,3091435.87,3091435.87
Pancho_Graham,3419290.31,3419290.31
Mervyn_Lilo,3451195.71,3451195.71
Gordon_Lilo,3488839.54,3488839.54
Afa_Thompson,3498946.42,3498946.42
Javan_Kaiama,3659563.02,3659563.02
Nicole_Maldonado,3779241.06,3779241.06
Iele,4234922.15,4234922.15
Aldo_Paro,4478078.82,4478078.82
Eric_Laufiso,4631671.05,4631671.05
Wayne_Aqino,4731976.33,4731976.33
Vise_Vitale,4947282.26,4947282.26
Lloyd_Chandler,5063980.17,5063980.17
Elliot_M._Kaplan,5384098.48,5384098.48
Stephen_Conteh,7004888.43,7004888.43
John_Kirsch,7427285.29,7427285.29
Jewel_McDonald,7642221.06,7642221.06
Niko_Rusakov,9460766.84,9460766.84
Theresa_San-Nicholas,10606698.25,10606698.25
Steve_Stafford,10957393.11,10957393.11
Ben_Schnetzer,48.83 191821.27 385844.58,192571.56
Nick_Jonas,106.44,106.44
Austin_Lyon,220.84,220.84
Virginia_Gardner,462.92 94470.39,47466.65
Danny_Flaherty,486.61,486.61
Jake_Picking,551.1 3611371.95,1805961.53
Patrick_Murney,572.24,572.24
Will_Pullen,882.35,882.35
Brock_Yurich,933.7,933.7
Eric_Staves,1060.77,1060.77
Gus_Halper,1084.47,1084.47
Jon_Osbeck,1166.53,1166.53
Jenny_Marie_Mitchell,1310.69,1310.69
Lauren_Knutson,1356.48,1356.48
Denise_Dal_Vera,1482.5 1164984.22,583233.36
Michelle_Dobrozsi,4129.62,4129.62
Sydney_Vollmer,6352.78,6352.78
Jada_Pinkett_Smith,1678784.99 27551.61 2892241.47,1532859.36
Mark_Ruffalo,2095802.29 2040051.62 446343.11 340641.2 2576651.74 436887.56 433.0 2.62 1740258.55 414717.93 261168.23 653076.24 4781676.85,1214439.3
Peter_Berg,3477737.03 11890466.47 15884.71 167378.96 791155.66,3268524.57
Bruce_McGill,3856645.62 20241.26 57871.34 986833.16 1606833.45 245835.04 349005.15 1029655.62 137128.38 240832.34 7801420.32 2815144.92 1621884.14 4243569.42 2815104.65 28095.38 6753872.19 1385066.97 43965.17 1014805.24 1.52 19385517.1 336194.4 990513.96,2406918.2
Irma_P._Hall,3934799.36 13823.74 33424.38,1327349.16
Barry_Shabaka_Henley,4630361.04 1395.0 4655921.51 2934547.32 23779678.33 2626945.92,6438141.52
Javier_Bardem,6454709.3 47857.83 314010.09 30386.17 11042.11 4382755.86 47463.49,1612603.55
Steven_Kozlowski,6842897.82,6842897.82
Richard_T._Jones,10730061.49 3466909.5 3127642.78 23125.16 14225.75 2242841.75,3267467.74
James_McBride,10792601.47 827.12,5396714.29
Klea_Scott,12174959.34,12174959.34
Bodhi_Elfman,12941662.74 2744030.35,7842846.54
Emilio_Rivera,14249953.02 2042307.53 674174.13 498678.49 6783635.13 782217.95,4171827.71
"Thomas_Rosales,_Jr.",20667986.53 4021511.03 72793.74 3240465.94 1191858.14,5838923.08
Inmo_Yuon,25485201.63,25485201.63
Angelo_Tiffe,26923068.06,26923068.06
Dina_Meyer,0.04 3580364.31 649683.93,1410016.09
Bob_Gunton,0.08 3308.04 2242736.01 1512869.91 1609215.32 422310.18 23341.01 1936321.92 7046479.88 13970243.01,2876682.54
Leon_Robinson,0.25 718573.77 1683241.68,800605.23
Carlos_Jacott,0.28 7771703.37 4211.54,2591971.73
David_McConnell,0.67 718611.69,359306.18
Marcia_Dangerfield,0.71,0.71
Juliana_Johnson,1.38,1.38
Ned_Bellamy,1.83 307434.27 10296031.63 1987455.55 15112.65 20972.78 643253.36,1895751.72
George_Gerdes,1.86,1.86
Kristen_Connolly,17323.44 9.52 9157394.03,3058242.33
Anna_Hutchison,63284.46,63284.46
Jesse_Williams,81313.38 1088198.35 2536832.19,1235447.97
Richard_Jenkins,99779.11 360511.94 6197.28 5420278.35 3989699.25 12225621.65 420625.4 10880.52 96091.53 154216.13 146003.26 998194.5 6454539.67 6246142.6 1549482.87 1557029.09 1750376.79 1042442.46 958762.41 1114760.12,2230081.75
Brian_J._White,163439.2 1136021.88 4602118.06 41710.91 599448.22,1308547.65
Amy_Acker,172764.23,172764.23
Tim_DeZarn,206367.74 1318062.48 65108.46 244478.76,458504.36
Tom_Lenk,248971.99 27949429.78,14099200.88
Dan_Payne,274109.39,274109.39
Jodelle_Ferland,356380.43 28955.13 12281696.97,4222344.18
Dan_Shea,423746.47 275389.67,349568.07
Maya_Massar,454598.01,454598.01
Matt_Drake,484712.41,484712.41
Nels_Lennarson,549891.56,549891.56
Rukiya_Bernard,584748.14 3335523.36,1960135.75
Peter_Kelamis,589395.68 1392811.89 5277374.42,2419860.66
Adrian_Holmes,666759.4 8902021.08 3102986.75,4223922.41
Chelah_Horsdal,717090.03 600863.82,658976.93
Heather_Doerksen,802665.57 1424706.86,1113686.22
Patrick_Sabongui,841722.33 37.47 2708391.82 2063816.45 9517423.8 4053778.7,3197528.43
Phillip_Mitchell,846620.13 158.62 2500349.63,1115709.46
Naomi_Dane,896264.93,896264.93
Ellie_Harvie,1071074.09 1337274.78,1204174.44
Patrick_Gilmore,1217338.26,1217338.26
Brad_Dryborough,1331853.9,1331853.9
Emili_Kawashima,1378265.96,1378265.96
Aya_Furukawa,1434789.56,1434789.56
Maria_Go,1506089.44,1506089.44
Serena_Akane_Chi,1534178.78,1534178.78
Abbey_Imai,1582276.0,1582276.0
Marina_Ishibashi,1606457.29,1606457.29
Miku_Katsuura,1717126.71,1717126.71
Alicia_Takase_Lui,1803019.37,1803019.37
Jodi_Tabuchi,2409730.68,2409730.68
Sara_Taira,2644323.44,2644323.44
Alyssandra_Yamamoto,2836316.13,2836316.13
Richard_Cetrone,2865743.4 12184497.83 205767.58 1377937.8 1025619.07,3531913.14
Phoebe_Galvan,3335031.5,3335031.5
Simon_Pidgeon,3392984.93,3392984.93
Matt_Phillips,3408739.65,3408739.65
Lori_Stewart,3985076.53,3985076.53
Greg_Zach,4462192.02,4462192.02
Terry_Notary,5865790.13 26384099.94 3203960.81,11817950.29
Richard_Schiff,1488459.12 2280343.17 2673.16 202191.47 52217.41 139790.64 8750873.11 148615.49 14185576.67,3027860.03
Suzanne_Shepherd,5560931.09 67161.05 17368.3 41209.15,1421667.4
Romain_Duris,77231.1 73500.48 14464.18,55065.25
Fabrice_Luchini,223580.41 107890.24,165735.33
Albert_Dupontel,305721.54,305721.54
Karin_Viard,356312.64 391.86 17260.16,124654.89
Gilles_Lellouche,433043.43 83287.12,258165.27
Mélanie_Laurent,476949.05 633201.97 23766.39 22912.17 185.27,231402.97
Zinedine_Soualem,511480.3 1878332.49 365014.92 8412034.28,2791715.5
Julie_Ferrier,616563.71 14.99,308289.35
Olivia_Bonamy,663882.76,663882.76
Annelise_Hesme,891344.01,891344.01
Audrey_Marnay,1022517.29,1022517.29
Xavier_Robic,1264306.21,1264306.21
Farida_Khelfa,1451797.27,1451797.27
Suzanne_Von_Aichinger,1507427.05,1507427.05
Judith_El_Zein,1656255.3,1656255.3
Audrey_Lamy,2153148.26 815317.8 197551.85,1055339.3
Sabrina_Ouazani,2266296.42 300767.13,1283531.77
Jérémy_Bardeau,2473675.28,2473675.28
Charlotte_Corman,4073062.72,4073062.72
Natalie_Martinez,244257.99 3541239.38 318123.3,1367873.56
David_Harbour,457291.42 1233.25 4893571.23 4957004.23 668877.16,2195595.46
America_Ferrera,1016467.05 5.04 171697.78 25911552.4 51796.05,5430303.66
Cody_Horn,1098633.81,1098633.81
Shondrella_Avery,1313953.96 474655.09,894304.53
Hugh_Daly,1330575.05,1330575.05
Gene_Hong,1507257.89,1507257.89
Cle_Shaheed_Sloan,1514071.86,1514071.86
Jaime_FitzSimons,1594369.33 156937.2,875653.27
Everton_Lawrence,1644186.79 163024.27,903605.53
Zone,1738786.98,1738786.98
Alvin_Norman,1763730.58,1763730.58
Richard_Cabral,1885723.76 1772659.75 2820090.03 2805613.89,2321021.86
Diamonique,1999790.45,1999790.45
Maurice_Compte,2111581.79 43921.44,1077751.61
Flakiss,2134795.94,2134795.94
Manny_Jimenez_Jr.,2185793.43,2185793.43
Nikki_Nicholle_Barreras,2236412.95,2236412.95
Kristy_Wu,2563000.2,2563000.2
Candace_Smith,2836630.41,2836630.41
Corina_Calderon,2860591.03,2860591.03
David_Fernandez_Jr.,3228300.61 5819357.76,4523829.18
McKinley_Freeman,3335151.16,3335151.16
Kevin_Vance,4111426.22 42370.83,2076898.53
George_Wendt,81371.4 347507.79 1064108.9 576781.63 6920519.93,1798057.93
Charles_Dance,109176.44 1979811.99 91418.75 323356.19 2414505.95 561946.96 2747746.46 64752.98 2565658.55,1206486.03
Shane_Rimmer,218013.23 430884.2 2399590.3 3790235.43 12770141.43 16503985.1 2195035.34 223677.91 414265.31,4327314.25
Sandra_Dickinson,220077.6 1013968.92,617023.26
Mike_Hagerty,296071.08 2754605.64,1525338.36
James_McAvoy,600.27 169541.0 316848.34 8965257.98 3977.88 299254.18 1701.25,1393882.99
Anya_Taylor-Joy,104300.67,104300.67
Betty_Buckley,334505.58 2269192.09,1301848.83
Jessica_Sula,414825.69,414825.69
Brad_William_Henke,702604.94 1697965.89 316822.62 228978.57,736593.01
Sebastian_Arcelus,725106.89 535608.49,630357.69
Neal_Huff,925932.39 268.57,463100.48
Kim_Director,1005902.89,1005902.89
Lyne_Renee,1134070.07,1134070.07
M._Night_Shyamalan,1435591.72 6369467.79 15196054.56,7667038.02
Maria_Breyman,1449978.66 3934683.14,2692330.9
Peter_Patrikios,1513613.62,1513613.62
Roy_James_Wilson,1602017.68,1602017.68
Robert_Bizik,2577989.59,2577989.59
Kerry_Dutka,2740371.95,2740371.95
Izzie_Coffey,2945341.52,2945341.52
Rosemary_Howard,2964962.35 2547081.57 348882.99 1356187.11,1804278.5
Jon_Douglas_Rainey,3254499.96 28732553.04,15993526.5
Junnie_Lopez,3428596.45,3428596.45
Steven_Dennis,3845729.99,3845729.99
Matthew_Nadu,4210048.57,4210048.57
Barbara_Edwards,4628732.31,4628732.31
Gary_Ayash,5005672.01,5005672.01
Kash_Goins,5065500.59,5065500.59
James_Robinson_Jr.,5154443.6,5154443.6
Corinne_Costa,5248743.76,5248743.76
John_Mitchell,5925177.01,5925177.01
Andrea_Havens,6243063.28,6243063.28
Shawn_Gonzalez,6856089.29 5124288.07,5990188.68
Matthew_Bowerman,7291177.48 1080851.04,4186014.26
Kelly_Werkheiser,7313280.12,7313280.12
Aleksandra_Svetlichnaya,7430648.45,7430648.45
Jalina_Mercado,7462674.61,7462674.61
Michael_J._Kraycik,7670068.44,7670068.44
Michelle_Santiago,8136899.96,8136899.96
Michaela_Bockarie,9575345.67,9575345.67
Colin_Campbell,9862432.78 1307218.5,5584825.64
Jeff_Buckner,10620675.9,10620675.9
Nakia_Dillard,14236802.91,14236802.91
Vincent_Riviezzo,14376126.62,14376126.62
John_Jillard_Sr.,18066285.96,18066285.96
Julie_Potter,19774873.79,19774873.79
Ukee_Washington,23987829.67,23987829.67
Christopher_Lee_Philips,27837018.87,27837018.87
Dana_Delany,1621.15 413205.17,207413.16
Paul_Mercurio,28176.71,28176.71
Stuart_Wilson,61172.23 1894695.67 1126105.02,1027324.31
Iman,65901.02 30285727.15,15175814.08
Sean_O'Bryan,68258.24 8988737.9 169048.34 9087705.73 37252145.62 2643010.42 1209545.16,8488350.2
Stephanie_Niznik,72797.26,72797.26
Phil_Redrow,74903.05,74903.05
Sandra_Taylor,77609.26 438543.26 3716145.02 14571653.05 405748.65,3841939.85
Julie_Hughes,90799.56,90799.56
Laurelle_Mehus,130028.11,130028.11
Tom_Hines,141702.51 3817131.87 5013098.44,2990644.27
Alison_Moir,145298.08,145298.08
Deborah_Lacey,170214.84,170214.84
Rod_Britt,213823.19 6458820.94 4871836.41,3848160.18
Rosemary_Forsyth,219489.01 202004.46 228733.91,216742.46
Lucinda_Crosby,274712.83,274712.83
Réal_Andrews,283287.83,283287.83
Mel_Novak,516377.84,516377.84
Judith_Baldwin,528487.63,528487.63
Joyce_Brothers,559379.66,559379.66
Scott_Marshall,560581.27,560581.27
Donna_Dixon,569977.05,569977.05
Gloria_Hylton,619751.05,619751.05
John_Schneider,765700.34 292695.44,529197.89
Derek_Luke,597435.24 16319755.11 20869.22 910100.26 1918037.84 167277.95 108103.09 681013.51 277687.03,2333364.36
Djimon_Hounsou,2388843.88 603801.77 57.73 467537.96 483049.22 3540800.1 1240890.83 355279.45 12651832.03 3488713.47 1431072.11,2422898.05
Lisa_Bonet,2755894.62 101518.29 730160.85,1195857.92
Salli_Richardson-Whitfield,3744542.21 3064.39 4826.3 539297.59 25479441.87 2369793.0,5356827.56
Vanessa_Bell_Calloway,4994354.75,4994354.75
David_Boyd,6474224.26,6474224.26
Jodi_Benson,2053.44 1823974.95,913014.19
Gino_Conforti,40926.22,40926.22
Barbara_Cook,138937.88,138937.88
Gary_Imhoff,196743.32,196743.32
Charo,221108.16,221108.16
Gilbert_Gottfried,238542.98 2130.3,120336.64
Carol_Channing,327299.89,327299.89
Will_Ryan,351056.58 41796371.38,21073713.98
June_Foray,399719.76,399719.76
Joe_Lynch,818761.95,818761.95
Danny_Mann,913806.34 43636687.49 2621938.79 3093372.16 1451226.66 921995.09 14710968.84,9621427.91
